id,date,futures_contract,month,unfixed_sale,unfixed_purchase,report_week
1,2004-12-03,CTZ04,December 2004,82,326,49
2,2004-12-03,CTH05,March 2005,9232,3203,49
3,2004-12-03,CTK05,May 2005,6879,1538,49
4,2004-12-03,CTN05,July 2005,14553,634,49
5,2004-12-03,CTV05,October 2005,2574,141,49
6,2004-12-03,CTZ05,December 2005,3897,365,49
7,2004-12-03,CTH06,March 2006,364,0,49
8,2004-12-03,CTK06,May 2006,640,0,49
9,2004-12-10,CTZ04,December 2004,0,165,50
10,2004-12-10,CTH05,March 2005,8727,2805,50
11,2004-12-10,CTK05,May 2005,7018,1174,50
12,2004-12-10,CTN05,July 2005,14098,641,50
13,2004-12-10,CTV05,October 2005,2597,141,50
14,2004-12-10,CTZ05,December 2005,3899,366,50
15,2004-12-10,CTH06,March 2006,437,0,50
16,2004-12-10,CTK06,May 2006,711,0,50
17,2004-12-17,CTZ04,December 2004,0,0,51
18,2004-12-17,CTH05,March 2005,8610,2946,51
19,2004-12-17,CTK05,May 2005,7017,1193,51
20,2004-12-17,CTN05,July 2005,13928,676,51
21,2004-12-17,CTV05,October 2005,2608,141,51
22,2004-12-17,CTZ05,December 2005,3974,384,51
23,2004-12-17,CTH06,March 2006,461,0,51
24,2004-12-17,CTK06,May 2006,872,0,51
25,2004-12-24,CTH05,March 2005,8009,3048,52
26,2004-12-24,CTK05,May 2005,7391,1332,52
27,2004-12-24,CTN05,July 2005,13769,707,52
28,2004-12-24,CTV05,October 2005,2628,141,52
29,2004-12-24,CTZ05,December 2005,3957,404,52
30,2004-12-24,CTH06,March 2006,461,0,52
31,2004-12-24,CTK06,May 2006,872,0,52
32,2004-12-24,CTN06,July 2006,929,182,52
33,2004-11-05,CTZ04,December 2004,3564,5837,45
34,2004-11-05,CTH05,March 2005,9087,2396,45
35,2004-11-05,CTK05,May 2005,7618,756,45
36,2004-11-05,CTN05,July 2005,14706,327,45
37,2004-11-05,CTV05,October 2005,2016,0,45
38,2004-11-05,CTZ05,December 2005,3652,319,45
39,2004-11-05,CTH06,March 2006,367,0,45
40,2004-11-05,CTK06,May 2006,631,0,45
41,2004-11-12,CTZ04,December 2004,2980,3946,46
42,2004-11-12,CTH05,March 2005,9122,2579,46
43,2004-11-12,CTK05,May 2005,7141,767,46
44,2004-11-12,CTN05,July 2005,14372,300,46
45,2004-11-12,CTV05,October 2005,2032,0,46
46,2004-11-12,CTZ05,December 2005,3623,322,46
47,2004-11-12,CTH06,March 2006,357,0,46
48,2004-11-12,CTK06,May 2006,631,0,46
49,2004-11-19,CTZ04,December 2004,438,341,47
50,2004-11-19,CTH05,March 2005,9075,3000,47
51,2004-11-19,CTK05,May 2005,7229,882,47
52,2004-11-19,CTN05,July 2005,14499,406,47
53,2004-11-19,CTV05,October 2005,2188,141,47
54,2004-11-19,CTZ05,December 2005,3670,369,47
55,2004-11-19,CTH06,March 2006,362,0,47
56,2004-11-19,CTK06,May 2006,631,0,47
57,2004-11-26,CTZ04,December 2004,121,326,48
58,2004-11-26,CTH05,March 2005,9664,3186,48
59,2004-11-26,CTK05,May 2005,7079,882,48
60,2004-11-26,CTN05,July 2005,14501,511,48
61,2004-11-26,CTV05,October 2005,2375,141,48
62,2004-11-26,CTZ05,December 2005,3655,402,48
63,2004-11-26,CTH06,March 2006,351,0,48
64,2004-11-26,CTK06,May 2006,631,0,48
65,2004-10-01,CTV04,October 2004,3,44,40
66,2004-10-01,CTZ04,December 2004,6773,10765,40
67,2004-10-01,CTH05,March 2005,9824,742,40
68,2004-10-01,CTK05,May 2005,8810,745,40
69,2004-10-01,CTN05,July 2005,16397,122,40
70,2004-10-01,CTV05,October 2005,1876,0,40
71,2004-10-01,CTZ05,December 2005,3554,4,40
72,2004-10-01,CTH06,March 2006,287,0,40
73,2004-10-08,CTV04,October 2004,1,22,41
74,2004-10-08,CTZ04,December 2004,6683,11057,41
75,2004-10-08,CTH05,March 2005,10472,655,41
76,2004-10-08,CTK05,May 2005,9039,740,41
77,2004-10-08,CTN05,July 2005,16746,122,41
78,2004-10-08,CTV05,October 2005,1988,0,41
79,2004-10-08,CTZ05,December 2005,3667,204,41
80,2004-10-08,CTH06,March 2006,287,0,41
81,2004-10-15,CTV04,October 2004,0,0,42
82,2004-10-15,CTZ04,December 2004,5860,8590,42
83,2004-10-15,CTH05,March 2005,10004,1244,42
84,2004-10-15,CTK05,May 2005,8383,734,42
85,2004-10-15,CTN05,July 2005,15605,272,42
86,2004-10-15,CTV05,October 2005,1894,0,42
87,2004-10-15,CTZ05,December 2005,3575,204,42
88,2004-10-15,CTH06,March 2006,406,0,42
89,2004-10-22,CTZ04,December 2004,5682,6860,43
90,2004-10-22,CTH05,March 2005,9295,2280,43
91,2004-10-22,CTK05,May 2005,7840,756,43
92,2004-10-22,CTN05,July 2005,14976,294,43
93,2004-10-22,CTV05,October 2005,1894,0,43
94,2004-10-22,CTZ05,December 2005,3559,204,43
95,2004-10-22,CTH06,March 2006,406,0,43
96,2004-10-22,CTK06,May 2006,576,0,43
97,2004-10-29,CTZ04,December 2004,4501,6469,44
98,2004-10-29,CTH05,March 2005,9495,2383,44
99,2004-10-29,CTK05,May 2005,7935,756,44
100,2004-10-29,CTN05,July 2005,14817,305,44
101,2004-10-29,CTV05,October 2005,1921,0,44
102,2004-10-29,CTZ05,December 2005,3630,237,44
103,2004-10-29,CTH06,March 2006,406,0,44
104,2004-10-29,CTK06,May 2006,601,0,44
105,2004-09-03,CTV04,October 2004,306,497,36
106,2004-09-03,CTZ04,December 2004,7927,11988,36
107,2004-09-03,CTH05,March 2005,9963,398,36
108,2004-09-03,CTK05,May 2005,9110,835,36
109,2004-09-03,CTN05,July 2005,16536,122,36
110,2004-09-03,CTV05,October 2005,1781,0,36
111,2004-09-03,CTZ05,December 2005,3605,4,36
112,2004-09-03,CTH06,March 2006,265,0,36
113,2004-09-10,CTV04,October 2004,236,445,37
114,2004-09-10,CTZ04,December 2004,7458,11329,37
115,2004-09-10,CTH05,March 2005,9720,378,37
116,2004-09-10,CTK05,May 2005,8876,787,37
117,2004-09-10,CTN05,July 2005,16539,122,37
118,2004-09-10,CTV05,October 2005,1767,1,37
119,2004-09-10,CTZ05,December 2005,3628,4,37
120,2004-09-10,CTH06,March 2006,287,0,37
121,2004-09-17,CTV04,October 2004,218,232,38
122,2004-09-17,CTZ04,December 2004,7174,11343,38
123,2004-09-17,CTH05,March 2005,9740,413,38
124,2004-09-17,CTK05,May 2005,8929,787,38
125,2004-09-17,CTN05,July 2005,16626,122,38
126,2004-09-17,CTV05,October 2005,1775,0,38
127,2004-09-17,CTZ05,December 2005,3681,4,38
128,2004-09-17,CTH06,March 2006,287,0,38
129,2004-09-24,CTV04,October 2004,89,24,39
130,2004-09-24,CTZ04,December 2004,9189,12576,39
131,2004-09-24,CTH05,March 2005,9637,467,39
132,2004-09-24,CTK05,May 2005,9204,1141,39
133,2004-09-24,CTN05,July 2005,16332,122,39
134,2004-09-24,CTV05,October 2005,1826,0,39
135,2004-09-24,CTZ05,December 2005,3610,4,39
136,2004-09-24,CTH06,March 2006,287,0,39
137,2004-08-06,CTV04,October 2004,497,1530,32
138,2004-08-06,CTZ04,December 2004,9454,12151,32
139,2004-08-06,CTH05,March 2005,9979,146,32
140,2004-08-06,CTK05,May 2005,9437,1256,32
141,2004-08-06,CTN05,July 2005,15671,135,32
142,2004-08-06,CTV05,October 2005,1474,0,32
143,2004-08-06,CTZ05,December 2005,3221,4,32
144,2004-08-06,CTH06,March 2006,265,0,32
145,2004-08-13,CTV04,October 2004,422,1542,33
146,2004-08-13,CTZ04,December 2004,7182,11396,33
147,2004-08-13,CTH05,March 2005,9443,393,33
148,2004-08-13,CTK05,May 2005,8826,831,33
149,2004-08-13,CTN05,July 2005,15797,135,33
150,2004-08-13,CTV05,October 2005,1623,0,33
151,2004-08-13,CTZ05,December 2005,3360,4,33
152,2004-08-13,CTH06,March 2006,266,0,33
153,2004-08-20,CTV04,October 2004,450,1113,34
154,2004-08-20,CTZ04,December 2004,7197,11178,34
155,2004-08-20,CTH05,March 2005,9624,146,34
156,2004-08-20,CTK05,May 2005,8915,844,34
157,2004-08-20,CTN05,July 2005,15916,135,34
158,2004-08-20,CTV05,October 2005,1638,0,34
159,2004-08-20,CTZ05,December 2005,3394,4,34
160,2004-08-20,CTH06,March 2006,266,0,34
161,2004-08-27,CTV04,October 2004,392,803,35
162,2004-08-27,CTZ04,December 2004,7200,11985,35
163,2004-08-27,CTH05,March 2005,9630,184,35
164,2004-08-27,CTK05,May 2005,9007,856,35
165,2004-08-27,CTN05,July 2005,16105,135,35
166,2004-08-27,CTV05,October 2005,1646,0,35
167,2004-08-27,CTZ05,December 2005,3523,4,35
168,2004-08-27,CTH06,March 2006,204,0,35
169,2004-07-02,CTN04,July 2004,83,50,27
170,2004-07-02,CTV04,October 2004,1219,1890,27
171,2004-07-02,CTZ04,December 2004,8081,9117,27
172,2004-07-02,CTH05,March 2005,8828,173,27
173,2004-07-02,CTK05,May 2005,6182,203,27
174,2004-07-02,CTN05,July 2005,13118,117,27
175,2004-07-02,CTV05,October 2005,848,0,27
176,2004-07-02,CTZ05,December 2005,1817,0,27
177,2004-07-09,CTN04,July 2004,23,6,28
178,2004-07-09,CTV04,October 2004,1519,2350,28
179,2004-07-09,CTZ04,December 2004,7982,9372,28
180,2004-07-09,CTH05,March 2005,9127,162,28
181,2004-07-09,CTK05,May 2005,7952,817,28
182,2004-07-09,CTN05,July 2005,14598,114,28
183,2004-07-09,CTV05,October 2005,885,0,28
184,2004-07-09,CTZ05,December 2005,2347,0,28
185,2004-07-16,CTN04,July 2004,0,0,29
186,2004-07-16,CTV04,October 2004,1590,2340,29
187,2004-07-16,CTZ04,December 2004,8334,9262,29
188,2004-07-16,CTH05,March 2005,8977,162,29
189,2004-07-16,CTK05,May 2005,8501,817,29
190,2004-07-16,CTN05,July 2005,14737,114,29
191,2004-07-16,CTV05,October 2005,960,0,29
192,2004-07-16,CTZ05,December 2005,2353,0,29
193,2004-07-23,CTN04,July 2004,0,0,30
194,2004-07-23,CTV04,October 2004,1590,2340,30
195,2004-07-23,CTZ04,December 2004,8334,9262,30
196,2004-07-23,CTH05,March 2005,8977,162,30
197,2004-07-23,CTK05,May 2005,8501,817,30
198,2004-07-23,CTN05,July 2005,14737,114,30
199,2004-07-23,CTV05,October 2005,960,0,30
200,2004-07-23,CTZ05,December 2005,2353,0,30
201,2004-07-30,CTV04,October 2004,691,1598,31
202,2004-07-30,CTZ04,December 2004,9523,12010,31
203,2004-07-30,CTH05,March 2005,9163,164,31
204,2004-07-30,CTK05,May 2005,8724,1252,31
205,2004-07-30,CTN05,July 2005,14812,127,31
206,2004-07-30,CTV05,October 2005,1302,0,31
207,2004-07-30,CTZ05,December 2005,2860,0,31
208,2004-07-30,CTH06,March 2006,265,0,31
209,2004-06-04,CTN04,July 2004,2581,1396,23
210,2004-06-04,CTV04,October 2004,1437,1304,23
211,2004-06-04,CTZ04,December 2004,7256,8819,23
212,2004-06-04,CTH05,March 2005,8545,157,23
213,2004-06-04,CTK05,May 2005,6198,203,23
214,2004-06-04,CTN05,July 2005,10871,114,23
215,2004-06-04,CTV05,October 2005,620,0,23
216,2004-06-04,CTZ05,December 2005,1512,0,23
217,2004-06-11,CTN04,July 2004,2017,1130,24
218,2004-06-11,CTV04,October 2004,1390,1322,24
219,2004-06-11,CTZ04,December 2004,8023,8865,24
220,2004-06-11,CTH05,March 2005,9031,157,24
221,2004-06-11,CTK05,May 2005,6472,203,24
222,2004-06-11,CTN05,July 2005,11868,114,24
223,2004-06-11,CTV05,October 2005,695,0,24
224,2004-06-11,CTZ05,December 2005,1512,0,24
225,2004-06-18,CTN04,July 2004,588,1014,25
226,2004-06-18,CTV04,October 2004,1205,1315,25
227,2004-06-18,CTZ04,December 2004,7508,8408,25
228,2004-06-18,CTH05,March 2005,8108,136,25
229,2004-06-18,CTK05,May 2005,6244,203,25
230,2004-06-18,CTN05,July 2005,11716,114,25
231,2004-06-18,CTV05,October 2005,732,0,25
232,2004-06-18,CTZ05,December 2005,1880,0,25
233,2004-06-25,CTN04,July 2004,71,68,26
234,2004-06-25,CTV04,October 2004,1060,1524,26
235,2004-06-25,CTZ04,December 2004,8054,8870,26
236,2004-06-25,CTH05,March 2005,8788,143,26
237,2004-06-25,CTK05,May 2005,6575,203,26
238,2004-06-25,CTN05,July 2005,12440,114,26
239,2004-06-25,CTV05,October 2005,686,0,26
240,2004-06-25,CTZ05,December 2005,2124,0,26
241,2004-05-07,CTK04,May 2004,0,0,19
242,2004-05-07,CTN04,July 2004,4327,1612,19
243,2004-05-07,CTV04,October 2004,1357,1352,19
244,2004-05-07,CTZ04,December 2004,5923,8200,19
245,2004-05-07,CTH05,March 2005,5967,166,19
246,2004-05-07,CTK05,May 2005,4182,170,19
247,2004-05-07,CTN05,July 2005,7356,81,19
248,2004-05-07,CTV05,October 2005,449,0,19
249,2004-05-14,CTK04,May 2004,0,0,20
250,2004-05-14,CTN04,July 2004,4277,1706,20
251,2004-05-14,CTV04,October 2004,1804,1263,20
252,2004-05-14,CTZ04,December 2004,6423,8278,20
253,2004-05-14,CTH05,March 2005,6140,166,20
254,2004-05-14,CTK05,May 2005,4535,203,20
255,2004-05-14,CTN05,July 2005,7745,114,20
256,2004-05-14,CTV05,October 2005,584,0,20
257,2004-05-21,CTN04,July 2004,3954,1663,21
258,2004-05-21,CTV04,October 2004,1853,1236,21
259,2004-05-21,CTZ04,December 2004,6257,8315,21
260,2004-05-21,CTH05,March 2005,6267,157,21
261,2004-05-21,CTK05,May 2005,4632,121,21
262,2004-05-21,CTN05,July 2005,8582,83,21
263,2004-05-21,CTV05,October 2005,584,0,21
264,2004-05-21,CTZ05,December 2005,1498,0,21
265,2004-05-28,CTN04,July 2004,3471,1626,22
266,2004-05-28,CTV04,October 2004,1757,1261,22
267,2004-05-28,CTZ04,December 2004,6528,8581,22
268,2004-05-28,CTH05,March 2005,7509,157,22
269,2004-05-28,CTK05,May 2005,5149,121,22
270,2004-05-28,CTN05,July 2005,9435,83,22
271,2004-05-28,CTV05,October 2005,620,0,22
272,2004-05-28,CTZ05,December 2005,1509,0,22
273,2004-04-02,CTK04,May 2004,1933,2628,14
274,2004-04-02,CTN04,July 2004,9161,434,14
275,2004-04-02,CTV04,October 2004,1595,1213,14
276,2004-04-02,CTZ04,December 2004,5390,5514,14
277,2004-04-02,CTH05,March 2005,4390,187,14
278,2004-04-02,CTK05,May 2005,3181,170,14
279,2004-04-02,CTN05,July 2005,4687,50,14
280,2004-04-02,CTV05,October 2005,144,0,14
281,2004-04-09,CTK04,May 2004,1814,2260,15
282,2004-04-09,CTN04,July 2004,8696,545,15
283,2004-04-09,CTV04,October 2004,1646,1218,15
284,2004-04-09,CTZ04,December 2004,5417,5580,15
285,2004-04-09,CTH05,March 2005,4909,187,15
286,2004-04-09,CTK05,May 2005,3522,170,15
287,2004-04-09,CTN05,July 2005,5437,50,15
288,2004-04-09,CTV05,October 2005,184,0,15
289,2004-04-16,CTK04,May 2004,1022,870,16
290,2004-04-16,CTN04,July 2004,7806,835,16
291,2004-04-16,CTV04,October 2004,1577,1282,16
292,2004-04-16,CTZ04,December 2004,5712,6068,16
293,2004-04-16,CTH05,March 2005,5295,166,16
294,2004-04-16,CTK05,May 2005,3822,170,16
295,2004-04-16,CTN05,July 2005,5736,50,16
296,2004-04-16,CTV05,October 2005,233,0,16
297,2004-04-23,CTK04,May 2004,73,129,17
298,2004-04-23,CTN04,July 2004,7544,1829,17
299,2004-04-23,CTV04,October 2004,1648,1332,17
300,2004-04-23,CTZ04,December 2004,6030,6110,17
301,2004-04-23,CTH05,March 2005,5453,166,17
302,2004-04-23,CTK05,May 2005,4019,170,17
303,2004-04-23,CTN05,July 2005,6387,50,17
304,2004-04-23,CTV05,October 2005,326,0,17
305,2004-04-30,CTK04,May 2004,19,66,18
306,2004-04-30,CTN04,July 2004,4740,1651,18
307,2004-04-30,CTV04,October 2004,1257,1311,18
308,2004-04-30,CTZ04,December 2004,5426,6886,18
309,2004-04-30,CTH05,March 2005,5224,166,18
310,2004-04-30,CTK05,May 2005,3887,170,18
311,2004-04-30,CTN05,July 2005,6638,50,18
312,2004-04-30,CTV05,October 2005,407,0,18
313,2004-03-05,CTH04,March 2004,20,124,10
314,2004-03-05,CTK04,May 2004,4689,3088,10
315,2004-03-05,CTN04,July 2004,13723,534,10
316,2004-03-05,CTV04,October 2004,1880,1123,10
317,2004-03-05,CTZ04,December 2004,4928,4697,10
318,2004-03-05,CTH05,March 2005,2986,191,10
319,2004-03-05,CTK05,May 2005,2400,170,10
320,2004-03-05,CTN05,July 2005,3204,50,10
321,2004-03-12,CTH04,March 2004,20,58,11
322,2004-03-12,CTK04,May 2004,3296,2780,11
323,2004-03-12,CTN04,July 2004,11143,596,11
324,2004-03-12,CTV04,October 2004,1647,1131,11
325,2004-03-12,CTZ04,December 2004,4781,5004,11
326,2004-03-12,CTH05,March 2005,3074,191,11
327,2004-03-12,CTK05,May 2005,2433,170,11
328,2004-03-12,CTN05,July 2005,3223,50,11
329,2004-03-19,CTH04,March 2004,0,0,12
330,2004-03-19,CTK04,May 2004,3146,2854,12
331,2004-03-19,CTN04,July 2004,11064,607,12
332,2004-03-19,CTV04,October 2004,1673,1132,12
333,2004-03-19,CTZ04,December 2004,5112,5138,12
334,2004-03-19,CTH05,March 2005,3714,191,12
335,2004-03-19,CTK05,May 2005,2486,170,12
336,2004-03-19,CTN05,July 2005,3276,55,12
337,2004-03-26,CTK04,May 2004,2497,2760,13
338,2004-03-26,CTN04,July 2004,10297,531,13
339,2004-03-26,CTV04,October 2004,1671,1131,13
340,2004-03-26,CTZ04,December 2004,5189,5319,13
341,2004-03-26,CTH05,March 2005,4357,191,13
342,2004-03-26,CTK05,May 2005,2840,170,13
343,2004-03-26,CTN05,July 2005,3950,50,13
344,2004-03-26,CTV05,October 2005,144,0,13
345,2004-02-06,CTH04,March 2004,5379,4204,6
346,2004-02-06,CTK04,May 2004,7357,1611,6
347,2004-02-06,CTN04,July 2004,16189,417,6
348,2004-02-06,CTV04,October 2004,2124,1085,6
349,2004-02-06,CTZ04,December 2004,4607,3650,6
350,2004-02-06,CTH05,March 2005,2215,89,6
351,2004-02-06,CTK05,May 2005,1742,77,6
352,2004-02-06,CTN05,July 2005,2564,0,6
353,2004-02-13,CTH04,March 2004,2250,2210,7
354,2004-02-13,CTK04,May 2004,4863,2044,7
355,2004-02-13,CTN04,July 2004,14944,423,7
356,2004-02-13,CTV04,October 2004,1958,1098,7
357,2004-02-13,CTZ04,December 2004,3721,3776,7
358,2004-02-13,CTH05,March 2005,2223,100,7
359,2004-02-13,CTK05,May 2005,1834,165,7
360,2004-02-13,CTN05,July 2005,2664,0,7
361,2004-02-20,CTH04,March 2004,167,265,8
362,2004-02-20,CTK04,May 2004,5233,3500,8
363,2004-02-20,CTN04,July 2004,14035,546,8
364,2004-02-20,CTV04,October 2004,1962,1099,8
365,2004-02-20,CTZ04,December 2004,3915,3946,8
366,2004-02-20,CTH05,March 2005,2284,149,8
367,2004-02-20,CTK05,May 2005,1936,165,8
368,2004-02-20,CTN05,July 2005,2831,0,8
369,2004-02-27,CTH04,March 2004,29,199,9
370,2004-02-27,CTK04,May 2004,5532,3071,9
371,2004-02-27,CTN04,July 2004,14087,537,9
372,2004-02-27,CTV04,October 2004,1926,1048,9
373,2004-02-27,CTZ04,December 2004,4567,3412,9
374,2004-02-27,CTH05,March 2005,2744,125,9
375,2004-02-27,CTK05,May 2005,2290,165,9
376,2004-02-27,CTN05,July 2005,3347,50,9
377,2004-01-02,CTH04,March 2004,13261,8789,1
378,2004-01-02,CTK04,May 2004,8022,747,1
379,2004-01-02,CTN04,July 2004,16726,272,1
380,2004-01-02,CTV04,October 2004,2318,983,1
381,2004-01-02,CTZ04,December 2004,3409,2192,1
382,2004-01-02,CTH05,March 2005,1432,8,1
383,2004-01-02,CTK05,May 2005,1210,79,1
384,2004-01-02,CTN05,July 2005,1922,0,1
385,2004-01-09,CTH04,March 2004,11320,6691,2
386,2004-01-09,CTK04,May 2004,8158,863,2
387,2004-01-09,CTN04,July 2004,16817,289,2
388,2004-01-09,CTV04,October 2004,2299,1004,2
389,2004-01-09,CTZ04,December 2004,3132,2598,2
390,2004-01-09,CTH05,March 2005,2104,8,2
391,2004-01-09,CTK05,May 2005,670,79,2
392,2004-01-09,CTN05,July 2005,1994,0,2
393,2004-01-16,CTH04,March 2004,10313,5981,3
394,2004-01-16,CTK04,May 2004,7941,858,3
395,2004-01-16,CTN04,July 2004,16715,289,3
396,2004-01-16,CTV04,October 2004,2194,987,3
397,2004-01-16,CTZ04,December 2004,3261,2786,3
398,2004-01-16,CTH05,March 2005,2187,8,3
399,2004-01-16,CTK05,May 2005,670,79,3
400,2004-01-16,CTN05,July 2005,1994,0,3
401,2004-01-23,CTH04,March 2004,10161,5895,4
402,2004-01-23,CTK04,May 2004,7982,829,4
403,2004-01-23,CTN04,July 2004,16861,301,4
404,2004-01-23,CTV04,October 2004,2149,1036,4
405,2004-01-23,CTZ04,December 2004,3545,2867,4
406,2004-01-23,CTH05,March 2005,2490,8,4
407,2004-01-23,CTK05,May 2005,1395,79,4
408,2004-01-23,CTN05,July 2005,2198,0,4
409,2004-01-30,CTH04,March 2004,5434,3777,5
410,2004-01-30,CTK04,May 2004,6916,1137,5
411,2004-01-30,CTN04,July 2004,16270,301,5
412,2004-01-30,CTV04,October 2004,2134,1062,5
413,2004-01-30,CTZ04,December 2004,3886,3460,5
414,2004-01-30,CTH05,March 2005,2758,8,5
415,2004-01-30,CTK05,May 2005,1588,79,5
416,2004-01-30,CTN05,July 2005,2383,0,5
417,2005-12-02,CTZ05,December 2005,0,47,49
418,2005-12-02,CTH06,March 2006,15187,4511,49
419,2005-12-02,CTK06,May 2006,10346,1024,49
420,2005-12-02,CTN06,July 2006,14884,7340,49
421,2005-12-02,CTV06,October 2006,2475,252,49
422,2005-12-02,CTZ06,December 2006,4348,385,49
423,2005-12-02,CTH07,March 2007,478,0,49
424,2005-12-02,CTK07,May 2007,280,290,49
425,2005-12-09,CTZ05,December 2005,0,0,50
426,2005-12-09,CTH06,March 2006,15367,5025,50
427,2005-12-09,CTK06,May 2006,10437,1115,50
428,2005-12-09,CTN06,July 2006,15146,7165,50
429,2005-12-09,CTV06,October 2006,2552,274,50
430,2005-12-09,CTZ06,December 2006,5343,385,50
431,2005-12-09,CTH07,March 2007,551,0,50
432,2005-12-09,CTK07,May 2007,306,290,50
433,2005-12-16,CTZ05,December 2005,0,0,51
434,2005-12-16,CTH06,March 2006,15105,6212,51
435,2005-12-16,CTK06,May 2006,10341,1194,51
436,2005-12-16,CTN06,July 2006,15127,7202,51
437,2005-12-16,CTV06,October 2006,2620,274,51
438,2005-12-16,CTZ06,December 2006,5252,473,51
439,2005-12-16,CTH07,March 2007,551,0,51
440,2005-12-16,CTK07,May 2007,306,290,51
441,2005-12-23,CTH06,March 2006,14366,5977,52
442,2005-12-23,CTK06,May 2006,9890,1256,52
443,2005-12-23,CTN06,July 2006,14050,7246,52
444,2005-12-23,CTV06,October 2006,2744,274,52
445,2005-12-23,CTZ06,December 2006,4879,522,52
446,2005-12-23,CTH07,March 2007,632,0,52
447,2005-12-23,CTK07,May 2007,360,290,52
448,2005-12-23,CTN07,July 2007,646,4404,52
449,2005-11-04,CTZ05,December 2005,9180,4528,45
450,2005-11-04,CTH06,March 2006,14993,1607,45
451,2005-11-04,CTK06,May 2006,10429,1117,45
452,2005-11-04,CTN06,July 2006,14175,6798,45
453,2005-11-04,CTV06,October 2006,2297,252,45
454,2005-11-04,CTZ06,December 2006,3911,181,45
455,2005-11-04,CTH07,March 2007,260,0,45
456,2005-11-04,CTK07,May 2007,162,1577,45
457,2005-11-11,CTZ05,December 2005,5957,4174,46
458,2005-11-11,CTH06,March 2006,15490,1982,46
459,2005-11-11,CTK06,May 2006,10568,1073,46
460,2005-11-11,CTN06,July 2006,14440,7002,46
461,2005-11-11,CTV06,October 2006,2311,252,46
462,2005-11-11,CTZ06,December 2006,4093,181,46
463,2005-11-11,CTH07,March 2007,317,26,46
464,2005-11-11,CTK07,May 2007,199,611,46
465,2005-11-18,CTZ05,December 2005,1901,1938,47
466,2005-11-18,CTH06,March 2006,15088,2741,47
467,2005-11-18,CTK06,May 2006,10738,1138,47
468,2005-11-18,CTN06,July 2006,14529,6959,47
469,2005-11-18,CTV06,October 2006,2331,226,47
470,2005-11-18,CTZ06,December 2006,4079,181,47
471,2005-11-18,CTH07,March 2007,348,0,47
472,2005-11-18,CTK07,May 2007,199,1786,47
473,2005-11-25,CTZ05,December 2005,0,23,48
474,2005-11-25,CTH06,March 2006,15373,4386,48
475,2005-11-25,CTK06,May 2006,10633,1183,48
476,2005-11-25,CTN06,July 2006,14292,7048,48
477,2005-11-25,CTV06,October 2006,2371,226,48
478,2005-11-25,CTZ06,December 2006,4899,181,48
479,2005-11-25,CTH07,March 2007,1151,295,48
480,2005-11-25,CTK07,May 2007,199,290,48
481,2005-10-07,CTV05,October 2005,0,0,41
482,2005-10-07,CTZ05,December 2005,14381,9210,41
483,2005-10-07,CTH06,March 2006,13148,570,41
484,2005-10-07,CTK06,May 2006,9674,936,41
485,2005-10-07,CTN06,July 2006,12672,6669,41
486,2005-10-07,CTV06,October 2006,2178,226,41
487,2005-10-07,CTZ06,December 2006,3829,49,41
488,2005-10-07,CTH07,March 2007,260,0,41
489,2005-10-14,CTZ05,December 2005,13939,7158,42
490,2005-10-14,CTH06,March 2006,13338,637,42
491,2005-10-14,CTK06,May 2006,9874,936,42
492,2005-10-14,CTN06,July 2006,13182,6206,42
493,2005-10-14,CTV06,October 2006,2322,226,42
494,2005-10-14,CTZ06,December 2006,3921,49,42
495,2005-10-14,CTH07,March 2007,260,0,42
496,2005-10-14,CTK07,May 2007,152,1317,42
497,2005-10-21,CTZ05,December 2005,11593,5553,43
498,2005-10-21,CTH06,March 2006,13644,635,43
499,2005-10-21,CTK06,May 2006,9922,1298,43
500,2005-10-21,CTN06,July 2006,13256,6431,43
501,2005-10-21,CTV06,October 2006,2306,252,43
502,2005-10-21,CTZ06,December 2006,3894,49,43
503,2005-10-21,CTH07,March 2007,260,0,43
504,2005-10-21,CTK07,May 2007,752,1577,43
505,2005-10-28,CTZ05,December 2005,11477,6243,44
506,2005-10-28,CTH06,March 2006,14108,955,44
507,2005-10-28,CTK06,May 2006,10024,1102,44
508,2005-10-28,CTN06,July 2006,13521,6772,44
509,2005-10-28,CTV06,October 2006,2321,252,44
510,2005-10-28,CTZ06,December 2006,3898,49,44
511,2005-10-28,CTH07,March 2007,260,0,44
512,2005-10-28,CTK07,May 2007,162,1577,44
513,2005-09-02,CTV05,October 2005,1877,1341,36
514,2005-09-02,CTZ05,December 2005,11257,11590,36
515,2005-09-02,CTH06,March 2006,11460,406,36
516,2005-09-02,CTK06,May 2006,8557,936,36
517,2005-09-02,CTN06,July 2006,11668,5975,36
518,2005-09-02,CTV06,October 2006,1958,239,36
519,2005-09-02,CTZ06,December 2006,3689,47,36
520,2005-09-02,CTH07,March 2007,222,0,36
521,2005-09-09,CTV05,October 2005,1459,878,37
522,2005-09-09,CTZ05,December 2005,11218,10806,37
523,2005-09-09,CTH06,March 2006,11650,379,37
524,2005-09-09,CTK06,May 2006,8488,936,37
525,2005-09-09,CTN06,July 2006,11565,6024,37
526,2005-09-09,CTV06,October 2006,1935,239,37
527,2005-09-09,CTZ06,December 2006,3740,47,37
528,2005-09-09,CTH07,March 2007,247,0,37
529,2005-09-16,CTV05,October 2005,1256,852,38
530,2005-09-16,CTZ05,December 2005,11653,10171,38
